, ,,,,Distance moved,Velocity,Freezing,Freezing,Cruising,Cruising,Bursting,Bursting,Turn angle,Angular velocity,Meander,Meander
,,,,,CenterNApoint,CenterNApoint,Free Interval based on Velocity,Free Interval based on Velocity,Free Interval based on Velocity,Free Interval based on Velocity,Free Interval based on Velocity,Free Interval based on Velocity,CenterNApoint / absolute,CenterNApoint / absolute,CenterNApoint / absolute,CenterNApoint / absolute
,,,,,Total,Mean,Frequency,Cumulative Duration,Frequency,Cumulative Duration,Frequency,Cumulative Duration,Mean,Mean,Mean,Total
,,,,,mm,mm/s,,s,,s,,s,deg,deg/s,deg/mm,deg/mm
C1,DMT 3,Trial     4,A11,0:00:00-0:30:00,2739.35,1.58139,1376,1623.72,1668,72.6,217,10.92,103.298,2582.45,6078.78,262749000
C1,DMT 3,Trial     4,B5,0:00:00-0:30:00,1989.71,1.10616,534,1716.12,697,30.88,96,5.76,112.541,2813.53,6788.7,303713000
C1,DMT 3,Trial     4,B11,0:00:00-0:30:00,2829.33,1.57332,1004,1526.16,1361,63.76,311,17,107.722,2693.05,5908.81,262274000
C1,DMT 3,Trial     4,C5,0:00:00-0:30:00,2779.31,1.55203,847,1617.24,1121,61.56,346,22.44,108.724,2718.1,6374.41,284063000
C1,DMT 3,Trial     4,C11,0:00:00-0:30:00,2251.26,1.25715,734,1536.16,922,42.52,224,11.48,110.432,2760.79,6474.96,289062000
C1,DMT 3,Trial     4,D5,0:00:00-0:30:00,1638.64,1.30076,415,896.96,540,26.28,123,7.64,113.23,2830.74,6154.05,193452000
C1,DMT 3,Trial     4,D11,0:00:00-0:30:00,2570.3,1.42893,618,1737.04,826,41.96,284,17.08,111.431,2785.78,6090.4,273635000
C1,DMT 3,Trial     4,E5,0:00:00-0:30:00,3613.71,2.5203,1682,1255.28,2136,112.92,590,34.36,99.4157,2485.39,4804.96,171311000
C1,DMT 3,Trial     4,E11,0:00:00-0:30:00,1942.97,1.09168,342,1741.28,431,21.56,177,9.48,114.779,2869.47,6442.24,286235000
C1,DMT 3,Trial     4,F5,0:00:00-0:30:00,2034.13,1.13829,546,1307.2,709,38.08,147,8,113.316,2832.89,6614.39,294082000
C1,DMT 3,Trial     4,F11,0:00:00-0:30:00,1070.67,0.595226,43,1795.08,53,2.64,15,0.96,118.887,2972.17,8504.67,361151000
C1,DMT 3,Trial     4,G5,0:00:00-0:30:00,2207.94,2.13649,895,1486.56,1165,64.04,356,21.44,102.712,2567.81,5267.28,134237000
C1,DMT 3,Trial     4,G11,0:00:00-0:30:00,1712.22,1.00987,302,1550.92,434,22.12,130,8,114.669,2866.72,7468.5,314386000
C1,DMT 3,Trial     4,H5,0:00:00-0:30:00,4455.61,2.48861,2034,1493.96,2501,129.96,791,46.56,93.8917,2347.29,5038.13,224932000
C1,DMT 3,Trial     4,H11,0:00:00-0:30:00,2277.53,1.26622,792,1621.08,961,44.56,167,9.76,110.149,2753.71,6477.31,290838000
C1,DMT 10,Trial     4,A6,0:00:00-0:30:00,934.604,1.4135,265,946.68,336,17.64,71,5.88,109.576,2739.4,6475.72,105548000
C1,DMT 10,Trial     4,A12,0:00:00-0:30:00,1759.56,0.990964,435,1740.92,541,25.08,122,6.56,113.458,2836.44,7210.56,319046000
C1,DMT 10,Trial     4,B6,0:00:00-0:30:00,2844.49,1.68769,1134,1343.28,1463,70.76,387,20.72,103.725,2593.12,6227.36,261593000
C1,DMT 10,Trial     4,B12,0:00:00-0:30:00,2966.38,1.72834,1084,1088.6,1325,64.08,424,22.92,106.696,2667.4,5563.37,238179000
C1,DMT 10,Trial     4,C6,0:00:00-0:30:00,1621.24,0.901308,384,1526.56,449,21.36,103,5.88,116.375,2909.38,7682.57,337910000
C1,DMT 10,Trial     4,C12,0:00:00-0:30:00,2260.56,1.28222,724,1668.44,959,42.92,144,7.96,110.538,2763.46,6166.5,271449000
C1,DMT 10,Trial     4,D6,0:00:00-0:30:00,2645.94,1.47281,1079,1610.36,1300,58.24,173,9.96,108.126,2703.15,5668.81,253730000
C1,DMT 10,Trial     4,D12,0:00:00-0:30:00,4600.07,2.56649,1986,1602.24,2650,134.84,705,45.8,96.6576,2416.44,5184.43,231433000
C1,DMT 10,Trial     4,E6,0:00:00-0:30:00,3487.77,2.01089,1327,1644.44,1828,87.44,463,25.24,103.826,2595.65,5346.24,231278000
C1,DMT 10,Trial     4,E12,0:00:00-0:30:00,3836.45,2.22439,1664,1324.96,2107,105.12,705,37.84,98.9827,2474.57,5553.45,239193000
C1,DMT 10,Trial     4,F6,0:00:00-0:30:00,1641.37,1.74339,671,1737.24,869,42.2,193,11.32,107.224,2680.59,5932.35,138853000
C1,DMT 10,Trial     4,F12,0:00:00-0:30:00,4312.35,2.48998,2325,1299.56,2811,132,739,37.4,93.8858,2347.14,4889.84,211168000
C1,DMT 10,Trial     4,G6,0:00:00-0:30:00,2414.87,1.77314,1196,1268.64,1382,62.08,279,13.24,103.532,2588.29,5864.49,198900000
C1,DMT 10,Trial     4,G12,0:00:00-0:30:00,1231.24,0.690051,2,15.2,2,0.08,0,0,118.92,2972.99,7542.1,335367000
C1,DMT 10,Trial     4,H6,0:00:00-0:30:00,1716.11,1.58196,579,1029.16,803,43.24,215,14.76,107.97,2699.24,6455.56,173596000
C1,DMT 10,Trial     4,H12,0:00:00-0:30:00,2235.33,1.67798,940,1713.52,1213,55.52,190,11.08,103.985,2599.63,5472.37,180632000
C1,DMT DMSO,Trial     4,A1,0:00:00-0:30:00,1372.96,0.827842,170,1787.48,187,8.12,18,1.2,119.516,2987.91,7142.54,290580000
C1,DMT DMSO,Trial     4,A7,0:00:00-0:30:00,1128.88,1.18227,338,811.6,402,150.4,87,133.2,111.565,2789.12,6541.12,155352000
C1,DMT DMSO,Trial     4,B1,0:00:00-0:30:00,2087.08,1.20696,669,690.04,878,66.76,264,22.48,111.922,2798.04,7450.58,320226000
C1,DMT DMSO,Trial     4,B7,0:00:00-0:30:00,4931.33,2.74867,2371,1571.92,3040,153.24,848,50,92.5137,2312.84,4517.96,201736000
C1,DMT DMSO,Trial     4,C1,0:00:00-0:30:00,1935.04,1.11294,613,1366.4,766,34.16,112,6,110.036,2750.9,6637.79,287828000
C1,DMT DMSO,Trial     4,C7,0:00:00-0:30:00,2636.12,1.48397,975,1689.44,1228,59.04,302,16.72,107.33,2683.24,6260.61,277614000
C1,DMT DMSO,Trial     4,D1,0:00:00-0:30:00,3038.82,1.69804,1439,1328.28,1679,78.36,397,21.24,107.408,2685.2,6224.64,275496000
C1,DMT DMSO,Trial     4,D7,0:00:00-0:30:00,1471.43,0.818026,13,26.24,14,0.6,1,0.08,118.766,2969.15,6679.57,299873000
C1,DMT DMSO,Trial     4,E1,0:00:00-0:30:00,1647.33,1.05612,270,1540.04,330,16.92,111,6.8,114.808,2870.19,6626.15,257075000
C1,DMT DMSO,Trial     4,E7,0:00:00-0:30:00,1779.73,1.12051,329,1549.76,396,17.4,44,2.64,115.718,2892.95,5974.44,236498000
C1,DMT DMSO,Trial     4,F1,0:00:00-0:30:00,773.122,0.696983,0,0,0,0,0,0,118.799,2969.97,7137.27,197467000
C1,DMT DMSO,Trial     4,F7,0:00:00-0:30:00,1724.88,0.988898,303,1771.32,435,18.72,40,2.4,114.678,2866.95,6735.07,292625000
C1,DMT DMSO,Trial     4,G1,0:00:00-0:30:00,1448.93,0.925505,332,300.64,412,20.12,135,7.32,114.019,2850.48,7471.38,291698000
C1,DMT DMSO,Trial     4,G7,0:00:00-0:30:00,1063.22,0.591084,0,0,0,0,0,0,120.583,3014.57,8358.56,358867000
C1,DMT DMSO,Trial     4,H1,0:00:00-0:30:00,1449.69,0.806851,209,1743.76,285,11.6,13,0.64,113.865,2846.63,6918.46,309995000
C1,DMT DMSO,Trial     4,H7,0:00:00-0:30:00,2472.2,1.37458,778,1509.56,1036,52.88,282,16,110.792,2769.81,6872.05,304370000
C1,Ibo 0.1,Trial     6,A2,0:00:00-0:30:00,2149.69,1.23867,666,1645.32,896,60.32,168,11.8,111.956,2798.89,6728.88,286893000
C1,Ibo 0.1,Trial     6,A8,0:00:00-0:30:00,2585.43,1.4376,766,1661.24,992,49.24,225,14.64,111.076,2776.89,6203.9,275763000
C1,Ibo 0.1,Trial     6,B2,0:00:00-0:30:00,3087.55,1.71679,821,1660.4,1197,63.2,404,25.28,107.511,2687.77,6019.4,270169000
C1,Ibo 0.1,Trial     6,B8,0:00:00-0:30:00,3075.25,1.71003,911,1648.6,1136,58.96,322,20.6,110.235,2755.88,5485.68,245221000
C1,Ibo 0.1,Trial     6,C2,0:00:00-0:30:00,2322.42,1.29141,477,1683.8,678,31.64,142,7.96,111.944,2798.6,5892.61,264390000
C1,Ibo 0.1,Trial     6,C8,0:00:00-0:30:00,3263.09,1.8144,1037,1630.72,1392,70.2,427,23.6,107.203,2680.06,5113.92,229191000
C1,Ibo 0.1,Trial     6,D2,0:00:00-0:30:00,1702.78,1.28148,493,1686.2,616,28.52,134,7.56,112.933,2823.32,6198.71,203250000
C1,Ibo 0.1,Trial     6,D8,0:00:00-0:30:00,870.011,0.793805,4,1031.96,7,0.64,5,0.56,117.814,2945.35,6836.91,186880000
C1,Ibo 0.1,Trial     6,E2,0:00:00-0:30:00,1837.61,1.03481,340,1677.2,460,21.8,101,5.88,115.291,2882.27,6793.92,300339000
C1,Ibo 0.1,Trial     6,E8,0:00:00-0:30:00,2281.55,1.26863,465,1692.44,574,28.08,150,8.2,115.163,2879.07,5995.98,269196000
C1,Ibo 0.1,Trial     6,F2,0:00:00-0:30:00,1967.1,1.09378,479,1689.48,667,29.52,89,4.92,113.107,2827.68,6554.74,293777000
C1,Ibo 0.1,Trial     6,F8,0:00:00-0:30:00,2428.12,1.35012,712,1672.04,935,41.28,114,6.12,110.303,2757.57,5753.88,258240000
C1,Ibo 0.1,Trial     6,G2,0:00:00-0:30:00,2402.39,2.56086,1018,1699.96,1411,68.52,343,20.72,98.2594,2456.48,4680.78,106296000
C1,Ibo 0.1,Trial     6,G8,0:00:00-0:30:00,2669.21,1.48418,696,1658.4,966,50.36,280,16.76,110.961,2774.02,5919.34,265932000
C1,Ibo 0.1,Trial     6,H2,0:00:00-0:30:00,2172.94,1.80351,914,1173.8,1173,54.44,168,11.08,104.586,2614.66,4857.3,145330000
C1,Ibo 0.1,Trial     6,H8,0:00:00-0:30:00,938.198,0.907665,79,1726.72,103,5,18,1.36,117.705,2942.63,6895.51,176635000
C1,Ibo 0.3,Trial     6,A3,0:00:00-0:30:00,2110.84,1.1737,716,1672,924,41.08,146,7.96,111.145,2778.63,6779.43,303325000
C1,Ibo 0.3,Trial     6,A9,0:00:00-0:30:00,3323.25,1.84999,1255,1623.56,1537,74.12,347,19.96,108.677,2716.93,5207.65,233074000
C1,Ibo 0.3,Trial     6,B3,0:00:00-0:30:00,1213.24,0.900454,219,1575.56,298,14.16,49,3.2,116.084,2902.11,7236.89,241416000
C1,Ibo 0.3,Trial     6,B9,0:00:00-0:30:00,3053.68,1.71516,957,1642.8,1247,61,388,21.64,104.367,2609.18,5504.71,243143000
C1,Ibo 0.3,Trial     6,C3,0:00:00-0:30:00,3253.36,1.80907,622,1654.08,967,55.48,269,23.04,110.3,2757.51,5456.38,243775000
C1,Ibo 0.3,Trial     6,C9,0:00:00-0:30:00,1977.23,1.09941,481,1681.88,691,34.04,169,10.28,114.569,2864.23,7664.55,330388000
C1,Ibo 0.3,Trial     6,D3,0:00:00-0:30:00,2371.16,1.31845,658,1668.4,871,43.48,259,14.32,112.691,2817.27,6912.54,308548000
C1,Ibo 0.3,Trial     6,D9,0:00:00-0:30:00,1720.45,0.956636,376,1574.52,530,23.8,86,4.16,115.99,2899.76,7385.24,314279000
C1,Ibo 0.3,Trial     6,E3,0:00:00-0:30:00,565.534,0.715503,1,1009.48,2,0.08,0,0,118.752,2968.8,7103.61,139863000
C1,Ibo 0.3,Trial     6,E9,0:00:00-0:30:00,4086.41,2.27219,1824,1562.44,2566,115.04,445,23.88,98.4205,2460.51,4617.02,206542000
C1,Ibo 0.3,Trial     6,F3,0:00:00-0:30:00,1885.04,1.14695,265,1554.08,376,19.28,110,6.88,115.851,2896.27,6283.57,256307000
C1,Ibo 0.3,Trial     6,F9,0:00:00-0:30:00,2458.98,1.41905,558,1674.64,770,40.04,253,15.16,111.951,2798.77,6058.57,261318000
C1,Ibo 0.3,Trial     6,G3,0:00:00-0:30:00,1831.96,1.02003,330,1773,413,17,22,1.08,116,2899.99,6121.5,274066000
C1,Ibo 0.3,Trial     6,G9,0:00:00-0:30:00,2000.74,1.11249,246,1712.48,371,16.32,49,2.8,115.954,2898.86,6090.13,273173000
C1,Ibo 0.3,Trial     6,H3,0:00:00-0:30:00,1542.39,0.858982,263,1638.92,334,15.96,64,3.8,115.566,2889.15,7643.39,336668000
C1,Ibo 0.3,Trial     6,H9,0:00:00-0:30:00,2605.44,1.44872,651,1670.84,837,41.72,258,14.52,111.167,2779.17,5886.13,264223000
C1,Ibo 1,Trial     6,A4,0:00:00-0:30:00,2118.16,1.17801,411,1695.44,524,26.8,149,9.52,115.371,2884.28,6711.99,300335000
C1,Ibo 1,Trial     6,A10,0:00:00-0:30:00,1875.34,1.04276,310,1753.48,439,20.08,67,4.12,115.383,2884.57,6324.39,281986000
C1,Ibo 1,Trial     6,B4,0:00:00-0:30:00,2891.15,1.61438,974,1644.44,1241,57.24,298,15.36,106.59,2664.76,5360.96,239726000
C1,Ibo 1,Trial     6,B10,0:00:00-0:30:00,2732.55,1.5194,677,1715.2,986,50.08,278,15.92,111.118,2777.96,5986.31,268558000
C1,Ibo 1,Trial     6,C4,0:00:00-0:30:00,2316.5,1.28806,469,1748.52,635,33.32,204,12.44,112.132,2803.3,6177.55,276575000
C1,Ibo 1,Trial     6,C10,0:00:00-0:30:00,2418.48,1.34483,722,1741.8,883,38.6,102,5.96,110.499,2762.48,5401.91,242368000
C1,Ibo 1,Trial     6,D4,0:00:00-0:30:00,844.673,0.819975,6,1029.44,9,1,5,0.84,118.691,2967.28,6901.86,177184000
C1,Ibo 1,Trial     6,D10,0:00:00-0:30:00,3096.94,1.72202,996,1699.36,1392,67.32,330,18.56,107.643,2691.08,5499.25,246872000
C1,Ibo 1,Trial     6,E4,0:00:00-0:30:00,2727.23,1.51719,947,1719.56,1135,52.48,225,12.52,110.46,2761.5,5646.04,252858000
C1,Ibo 1,Trial     6,E10,0:00:00-0:30:00,1972,1.0966,267,1769.8,325,16.12,73,4.76,116.094,2902.35,6190.43,274075000
C1,Ibo 1,Trial     6,F4,0:00:00-0:30:00,4973.31,3.02866,1812,1459.36,2475,127.04,829,48.56,95.0045,2375.11,3799.95,155848000
C1,Ibo 1,Trial     6,F10,0:00:00-0:30:00,483.187,0.873946,4,1230,6,0.28,2,0.12,119.007,2975.18,6503.14,89808400
C1,Ibo 1,Trial     6,G4,0:00:00-0:30:00,3105.15,1.72665,654,1713.16,955,57.4,403,28.24,109.086,2727.14,6099.36,272897000
C1,Ibo 1,Trial     6,G10,0:00:00-0:30:00,2487.83,1.38333,762,1671.48,945,41.36,149,7.24,111.171,2779.28,5555.45,249356000
C1,Ibo 1,Trial     6,H4,0:00:00-0:30:00,1636.97,0.910318,333,1704.4,424,19.68,89,4.68,116.39,2909.75,7388.48,330405000
C1,Ibo 1,Trial     6,H10,0:00:00-0:30:00,1670.9,0.929225,121,1780.72,167,8.36,35,2.6,118.173,2954.32,6745.87,299922000
C1,Ibo 3,Trial     6,A5,0:00:00-0:30:00,1598.52,0.888838,335,1357.48,418,19.68,90,4.92,115.358,2883.95,7538.84,330556000
C1,Ibo 3,Trial     6,A11,0:00:00-0:30:00,1817.41,1.06995,283,1448.16,347,15.84,87,4.48,114.564,2864.09,6045.48,256413000
C1,Ibo 3,Trial     6,B5,0:00:00-0:30:00,2308.46,1.28359,531,1719.96,615,29.36,156,8.6,113.331,2833.27,6027.83,270541000
C1,Ibo 3,Trial     6,B11,0:00:00-0:30:00,932.699,0.906554,82,1023.4,94,4.4,22,1.24,116.808,2920.21,6505.81,167167000
C1,Ibo 3,Trial     6,C5,0:00:00-0:30:00,3102.43,1.72703,686,1724.56,904,48.8,238,17.84,111.807,2795.18,5559.6,247185000
C1,Ibo 3,Trial     6,C11,0:00:00-0:30:00,2617.33,1.4578,620,1673.28,850,40.8,206,12.2,110.026,2750.65,5806.88,260334000
C1,Ibo 3,Trial     6,D5,0:00:00-0:30:00,2401.87,1.33565,659,1673.2,867,39.8,194,10.24,110.727,2768.16,5996.49,267989000
C1,Ibo 3,Trial     6,D11,0:00:00-0:30:00,2599.16,1.44529,493,1732.4,646,30.92,114,8.04,112.054,2801.35,5266.25,236249000
C1,Ibo 3,Trial     6,E5,0:00:00-0:30:00,1669.68,0.928406,215,1330.28,271,14.04,75,5.16,116.045,2901.13,7539.95,334857000
C1,Ibo 3,Trial     6,E11,0:00:00-0:30:00,2392.69,1.33042,469,1593.16,628,28.4,106,6.12,112.621,2815.54,5555.2,249240000
C1,Ibo 3,Trial     6,F11,0:00:00-0:30:00,2327.08,1.29458,476,1745.4,640,33.2,222,13.12,112.764,2819.1,6219.18,278538000
C1,Ibo 3,Trial     6,G5,0:00:00-0:30:00,1471.91,0.818434,107,1689.2,141,7.32,49,2.88,117.75,2943.76,7400.4,326498000
C1,Ibo 3,Trial     6,G11,0:00:00-0:30:00,2237.73,1.24426,501,1740.4,610,27.4,82,4.84,111.703,2792.58,5671.56,253592000
C1,Ibo 3,Trial     6,H5,0:00:00-0:30:00,2103.14,1.16942,356,1700.88,467,23.92,129,8.28,114.076,2851.9,6267.41,280235000
C1,Ibo 3,Trial     6,H11,0:00:00-0:30:00,3003.36,1.6702,757,1686.36,1041,50.6,225,14.2,107.454,2686.35,5108.71,229151000
C1,Ibo 10,Trial     6,A6,0:00:00-0:30:00,2638.92,1.57657,706,1724.28,1008,51.48,176,15.08,106.307,2657.68,5771.43,238816000
C1,Ibo 10,Trial     6,A12,0:00:00-0:30:00,3211.62,1.83182,826,1705.56,1142,67.4,306,28.88,105.914,2647.86,5698.42,248696000
C1,Ibo 10,Trial     6,B6,0:00:00-0:30:00,2443.04,1.3754,405,1764.32,478,24.32,121,8.52,111.908,2797.71,5476.83,242295000
C1,Ibo 10,Trial     6,B12,0:00:00-0:30:00,2707.9,1.52321,632,1735.88,827,42.92,257,15.52,109.134,2728.34,5785.18,255994000
C1,Ibo 10,Trial     6,C6,0:00:00-0:30:00,2951.63,1.68434,912,1661.52,1416,64.44,197,12.6,105.365,2634.12,5273.68,229859000
C1,Ibo 10,Trial     6,C12,0:00:00-0:30:00,2213.99,1.24033,399,1692.4,534,27.6,196,11.04,112.444,2811.09,6292.7,280170000
C1,Ibo 10,Trial     6,D6,0:00:00-0:30:00,2166.22,1.2594,287,1760.12,364,20.32,144,9.36,115.21,2880.25,5745.7,246531000
C1,Ibo 10,Trial     6,D12,0:00:00-0:30:00,2713.18,1.74485,625,1496.72,883,45.68,239,16.88,107.612,2690.29,5049.94,195695000
C1,Ibo 10,Trial     6,E6,0:00:00-0:30:00,3114.8,1.80531,588,1656.48,853,49.52,313,23.16,107.86,2696.49,5402.75,232583000
C1,Ibo 10,Trial     6,E12,0:00:00-0:30:00,2237.44,1.2441,412,1673.56,538,26.68,139,8.36,114.652,2866.3,6207.59,277554000
C1,Ibo 10,Trial     6,F6,0:00:00-0:30:00,2957.48,1.64447,587,1731.88,825,44.76,330,20.24,110.924,2773.11,5550.51,245977000
C1,Ibo 10,Trial     6,F12,0:00:00-0:30:00,3397.45,2.03591,739,1687.48,1243,70.4,258,22.52,103.367,2584.17,5356.64,222413000
C1,Ibo 10,Trial     6,G6,0:00:00-0:30:00,3773.6,2.23666,1203,1571.52,1638,81.28,490,28.32,104.2,2605,4566.82,192459000
C1,Ibo 10,Trial     6,G12,0:00:00-0:30:00,2496.34,1.64757,465,1716.96,688,65.72,250,44.4,111.071,2776.76,5963.83,225272000
C1,Ibo 10,Trial     6,H6,0:00:00-0:30:00,2322.19,1.36513,476,1694.16,591,30.36,196,11.4,111.869,2796.72,5800.38,245194000
C1,Ibo 10,Trial     6,H12,0:00:00-0:30:00,1596.24,0.898281,224,1759.84,272,29.16,67,5.28,116.829,2920.72,7151.36,285103000
C1,Ibo DMSO,Trial     6,A1,0:00:00-0:30:00,1552.22,0.885304,408,1697.8,526,23.16,83,4.68,114.257,2856.41,7479.89,321411000
C1,Ibo DMSO,Trial     6,A7,0:00:00-0:30:00,1825.7,1.0186,387,1695.48,475,28.04,154,11.24,116.01,2900.26,7306.62,319190000
C1,Ibo DMSO,Trial     6,B1,0:00:00-0:30:00,701.635,0.59793,1,703.16,2,0.08,0,0,119.524,2988.09,7852.21,222445000
C1,Ibo DMSO,Trial     6,B7,0:00:00-0:30:00,1274.75,0.943447,131,1272.96,164,7.88,31,1.8,116.798,2919.94,6373.94,214847000
C1,Ibo DMSO,Trial     6,C1,0:00:00-0:30:00,2069.89,1.22149,474,1583.8,643,30.44,160,8.6,112.873,2821.83,6181.58,261363000
C1,Ibo DMSO,Trial     6,C7,0:00:00-0:30:00,2326.88,1.29384,561,1683.28,701,32.32,113,6.64,113.657,2841.43,5746.29,257997000
C1,Ibo DMSO,Trial     6,D1,0:00:00-0:30:00,1372.47,0.887871,226,1519.64,285,14.48,70,4.96,115.805,2895.11,7567.28,291545000
C1,Ibo DMSO,Trial     6,D7,0:00:00-0:30:00,5111.48,2.85392,2290,1494.88,3377,154.56,777,39.2,93.0222,2325.55,3924.79,175575000
C1,Ibo DMSO,Trial     6,E1,0:00:00-0:30:00,1916.9,1.06618,373,990.64,523,29.04,184,11.88,116.301,2907.52,7047.12,292907000
C1,Ibo DMSO,Trial     6,E7,0:00:00-0:30:00,2784.43,1.54825,682,1679.88,882,44.12,231,13.56,111.048,2776.21,5236.93,233635000
C1,Ibo DMSO,Trial     6,F1,0:00:00-0:30:00,2106.65,1.19977,406,1687.32,571,30.6,203,11.84,114.254,2856.35,6115.49,265039000
C1,Ibo DMSO,Trial     6,F7,0:00:00-0:30:00,1835.81,1.02078,196,1774.72,265,13.16,73,4.76,117.014,2925.34,6512.67,291292000
C1,Ibo DMSO,Trial     6,G1,0:00:00-0:30:00,1878.84,1.04475,397,1698.36,511,23.36,67,4.6,114.346,2858.65,6566.92,293922000
C1,Ibo DMSO,Trial     6,G7,0:00:00-0:30:00,4154.16,2.30987,1713,1646.68,2171,104.48,546,29.56,104.078,2601.94,4561.96,204859000
C1,Ibo DMSO,Trial     6,H1,0:00:00-0:30:00,1240.02,0.689499,20,1632.8,25,1.04,2,0.12,118.378,2959.46,7170.9,320955000
C1,Ibo DMSO,Trial     6,H7,0:00:00-0:30:00,2032.31,1.13019,322,1702.4,406,20.64,113,6.84,116.518,2912.94,6070.51,259533000
C1,Ket 0.1,Trial     2,A2,0:00:00-0:30:00,1287.37,0.716115,2,1656.56,3,0.16,1,0.08,119.53,2988.26,7110.49,312648000
C1,Ket 0.1,Trial     2,B2,0:00:00-0:30:00,1085.18,0.721913,4,955.2,6,0.24,0,0,118.84,2971.01,7049.04,264078000
C1,Ket 0.1,Trial     2,B8,0:00:00-0:30:00,2206,1.27314,762,1697.08,902,39.4,135,6.56,112.467,2811.67,5788.32,250611000
C1,Ket 0.1,Trial     2,C2,0:00:00-0:30:00,1987.51,1.17554,703,1628.36,890,40.24,146,8.56,109.226,2730.66,7076.42,298328000
C1,Ket 0.1,Trial     2,C8,0:00:00-0:30:00,822.954,0.796079,4,1347.72,5,0.2,0,0,115.94,2898.49,6538.7,168646000
C1,Ket 0.1,Trial     2,D2,0:00:00-0:30:00,658.19,0.820686,25,1655.92,32,1.6,13,0.64,117.382,2934.55,6867.39,136936000
C1,Ket 0.1,Trial     2,D8,0:00:00-0:30:00,10.2263,2.07852,6,3.8,7,0.28,0,0,122.929,3073.22,2575.02,296127
C1,Ket 0.1,Trial     2,E2,0:00:00-0:30:00,995.306,0.559525,8,1093.76,10,0.4,0,0,116.852,2921.31,8475.55,373382000
C1,Ket 0.1,Trial     2,E8,0:00:00-0:30:00,2099.61,1.16749,372,1179.8,441,24.32,169,10.6,116.198,2904.94,6355.62,281706000
C1,Ket 0.1,Trial     2,F2,0:00:00-0:30:00,47.068,0.364529,1,0.44,2,0.08,0,0,115.097,2877.43,10951,31560900
C1,Ket 0.1,Trial     2,F8,0:00:00-0:30:00,2308.31,1.2908,559,1703.56,719,30.44,50,2.44,114.644,2866.11,5530.87,246948000
C1,Ket 0.1,Trial     2,G2,0:00:00-0:30:00,2686.53,1.65762,1132,1533.56,1395,60.48,153,8.2,105.956,2648.89,4940.01,199996000
C1,Ket 0.1,Trial     2,G8,0:00:00-0:30:00,3647.07,2.02777,1584,1623.92,1947,86.76,361,15.68,106.924,2673.09,4513.94,202658000
C1,Ket 0.1,Trial     2,H2,0:00:00-0:30:00,1566.21,0.87147,319,1693.96,357,15.88,37,2.12,117.185,2929.62,7049.55,315968000
C1,Ket 0.1,Trial     2,H8,0:00:00-0:30:00,981.986,0.546009,13,1709.28,19,1,4,0.28,120.07,3001.76,9516.52,405680000
C1,Ket 0.3,Trial     2,A3,0:00:00-0:30:00,993.931,0.741452,67,1605.36,78,3.6,12,0.68,118.386,2959.66,7165.64,239297000
C1,Ket 0.3,Trial     2,A9,0:00:00-0:30:00,1259.33,0.714487,181,933.56,215,9,12,0.64,118.258,2956.46,8193.55,354764000
C1,Ket 0.3,Trial     2,B3,0:00:00-0:30:00,1211.85,0.864469,277,893.84,341,14.56,33,1.84,113.595,2839.87,7405.59,258559000
C1,Ket 0.3,Trial     2,B9,0:00:00-0:30:00,2548.85,1.41726,939,1522.96,1043,48.88,223,12.8,111.852,2796.3,6057.84,271519000
C1,Ket 0.3,Trial     2,C3,0:00:00-0:30:00,2074.94,1.26308,704,1748.08,822,35.56,93,5,112.659,2816.48,6251.82,253336000
C1,Ket 0.3,Trial     2,C9,0:00:00-0:30:00,1167.11,0.798384,12,1423.92,12,0.48,0,0,118.587,2964.66,6427.62,233599000
C1,Ket 0.3,Trial     2,D3,0:00:00-0:30:00,3382.81,2.07128,1682,1421.76,2019,89,329,16,101.79,2544.75,4551.81,185227000
C1,Ket 0.3,Trial     2,D9,0:00:00-0:30:00,3050.5,1.75304,1283,1604.56,1604,72.2,317,16.52,102.648,2566.19,5224.98,226623000
C1,Ket 0.3,Trial     2,E3,0:00:00-0:30:00,1448.99,0.814771,74,1732.8,107,5.48,38,2.36,117.439,2935.97,7145.51,315010000
C1,Ket 0.3,Trial     2,E9,0:00:00-0:30:00,841.286,0.879307,7,924.64,9,0.36,0,0,118.76,2968.99,6551.58,156596000
C1,Ket 0.3,Trial     2,F3,0:00:00-0:30:00,2340.77,1.30188,780,480.2,959,44.08,209,10.88,110.732,2768.3,6189.88,276917000
C1,Ket 0.3,Trial     2,F9,0:00:00-0:30:00,3211.67,1.78625,1149,1425.36,1453,69.16,376,20.56,108.198,2704.96,5279.55,236735000
C1,Ket 0.3,Trial     2,G3,0:00:00-0:30:00,1846.47,1.13915,542,1493,643,28,92,4.56,113.405,2835.13,6250.38,245346000
C1,Ket 0.3,Trial     2,G9,0:00:00-0:30:00,2041.82,1.14183,792,1730.28,903,39.2,43,2.24,112.423,2810.59,6389.23,278890000
C1,Ket 0.3,Trial     2,H3,0:00:00-0:30:00,2157.05,1.20264,472,1463.88,658,32.36,157,9.88,113.515,2837.86,6545.29,290428000
C1,Ket 0.3,Trial     2,H9,0:00:00-0:30:00,2057.96,1.34493,763,1377.08,937,45.2,231,13.28,110.296,2757.4,6759.68,256936000
C1,Ket 1,Trial     2,A4,0:00:00-0:30:00,2507.55,1.39672,835,1274.8,982,49.28,260,16.08,111.019,2775.49,6517.65,291469000
